County,Agency Name,Offense Description,Agency Name,County,Offense Description,Min. months_submitted,Min. year of year,Offense Count
Fond Du Lac,Fond du Lac PD,Human Trafficking - Commercial Sex,Fond du Lac PD,Fond Du Lac,Human Trafficking - Commercial Sex,12,2019,0
Fond Du Lac,Fond du Lac Co SO,Human Trafficking - Commercial Sex,Fond du Lac Co SO,Fond Du Lac,Human Trafficking - Commercial Sex,12,2019,0
Fond Du Lac,Campbellsport PD,Human Trafficking - Commercial Sex,Campbellsport PD,Fond Du Lac,Human Trafficking - Commercial Sex,12,2019,0
Fond Du Lac,Brandon-Fairwater PD,Human Trafficking - Commercial Sex,Brandon-Fairwater PD,Fond Du Lac,Human Trafficking - Commercial Sex,12,2019,0
Fond Du Lac,Rosendale PD,Simple Assault,Rosendale PD,Fond Du Lac,Simple Assault,12,2019,0
Fond Du Lac,Ripon Township PD,Simple Assault,Ripon Township PD,Fond Du Lac,Simple Assault,12,2019,0
Fond Du Lac,Ripon PD,Simple Assault,Ripon PD,Fond Du Lac,Simple Assault,12,2019,80
Fond Du Lac,North Fond du Lac PD,Simple Assault,North Fond du Lac PD,Fond Du Lac,Simple Assault,12,2019,15
Fond Du Lac,Fond du Lac PD,Simple Assault,Fond du Lac PD,Fond Du Lac,Simple Assault,12,2019,285
Fond Du Lac,Fond du Lac Co SO,Simple Assault,Fond du Lac Co SO,Fond Du Lac,Simple Assault,12,2019,82
Fond Du Lac,Campbellsport PD,Simple Assault,Campbellsport PD,Fond Du Lac,Simple Assault,12,2019,0
Fond Du Lac,Brandon-Fairwater PD,Simple Assault,Brandon-Fairwater PD,Fond Du Lac,Simple Assault,12,2019,0
Fond Du Lac,Rosendale PD,Arson,Rosendale PD,Fond Du Lac,Arson,12,2019,0
Fond Du Lac,Ripon Township PD,Arson,Ripon Township PD,Fond Du Lac,Arson,12,2019,0
Fond Du Lac,Ripon PD,Arson,Ripon PD,Fond Du Lac,Arson,12,2019,0
Fond Du Lac,North Fond du Lac PD,Arson,North Fond du Lac PD,Fond Du Lac,Arson,12,2019,1
Fond Du Lac,Fond du Lac PD,Arson,Fond du Lac PD,Fond Du Lac,Arson,12,2019,4
Fond Du Lac,Fond du Lac Co SO,Arson,Fond du Lac Co SO,Fond Du Lac,Arson,12,2019,2
Fond Du Lac,Campbellsport PD,Arson,Campbellsport PD,Fond Du Lac,Arson,12,2019,0
Fond Du Lac,Brandon-Fairwater PD,Arson,Brandon-Fairwater PD,Fond Du Lac,Arson,12,2019,0
Fond Du Lac,Rosendale PD,Motor Vehicle Theft,Rosendale PD,Fond Du Lac,Motor Vehicle Theft,12,2019,0
Fond Du Lac,Ripon Township PD,Motor Vehicle Theft,Ripon Township PD,Fond Du Lac,Motor Vehicle Theft,12,2019,0
Fond Du Lac,Ripon PD,Motor Vehicle Theft,Ripon PD,Fond Du Lac,Motor Vehicle Theft,12,2019,2
Fond Du Lac,North Fond du Lac PD,Motor Vehicle Theft,North Fond du Lac PD,Fond Du Lac,Motor Vehicle Theft,12,2019,1
Fond Du Lac,Fond du Lac PD,Motor Vehicle Theft,Fond du Lac PD,Fond Du Lac,Motor Vehicle Theft,12,2019,41
Fond Du Lac,Fond du Lac Co SO,Motor Vehicle Theft,Fond du Lac Co SO,Fond Du Lac,Motor Vehicle Theft,12,2019,10
Fond Du Lac,Campbellsport PD,Motor Vehicle Theft,Campbellsport PD,Fond Du Lac,Motor Vehicle Theft,12,2019,0
Fond Du Lac,Brandon-Fairwater PD,Motor Vehicle Theft,Brandon-Fairwater PD,Fond Du Lac,Motor Vehicle Theft,12,2019,0
Fond Du Lac,Rosendale PD,Larceny Theft,Rosendale PD,Fond Du Lac,Larceny Theft,12,2019,0
Fond Du Lac,Ripon Township PD,Larceny Theft,Ripon Township PD,Fond Du Lac,Larceny Theft,12,2019,0
Fond Du Lac,Ripon PD,Larceny Theft,Ripon PD,Fond Du Lac,Larceny Theft,12,2019,55
Fond Du Lac,North Fond du Lac PD,Larceny Theft,North Fond du Lac PD,Fond Du Lac,Larceny Theft,12,2019,25
Fond Du Lac,Fond du Lac PD,Larceny Theft,Fond du Lac PD,Fond Du Lac,Larceny Theft,12,2019,698
Fond Du Lac,Fond du Lac Co SO,Larceny Theft,Fond du Lac Co SO,Fond Du Lac,Larceny Theft,12,2019,93
Fond Du Lac,Campbellsport PD,Larceny Theft,Campbellsport PD,Fond Du Lac,Larceny Theft,12,2019,13
Fond Du Lac,Brandon-Fairwater PD,Larceny Theft,Brandon-Fairwater PD,Fond Du Lac,Larceny Theft,12,2019,0
Fond Du Lac,Rosendale PD,Burglary,Rosendale PD,Fond Du Lac,Burglary,12,2019,0
Fond Du Lac,Ripon Township PD,Burglary,Ripon Township PD,Fond Du Lac,Burglary,12,2019,0
Fond Du Lac,Ripon PD,Burglary,Ripon PD,Fond Du Lac,Burglary,12,2019,11
Fond Du Lac,North Fond du Lac PD,Burglary,North Fond du Lac PD,Fond Du Lac,Burglary,12,2019,3
Fond Du Lac,Fond du Lac PD,Burglary,Fond du Lac PD,Fond Du Lac,Burglary,12,2019,59
Fond Du Lac,Fond du Lac Co SO,Burglary,Fond du Lac Co SO,Fond Du Lac,Burglary,12,2019,24
Fond Du Lac,Campbellsport PD,Burglary,Campbellsport PD,Fond Du Lac,Burglary,12,2019,0
Fond Du Lac,Brandon-Fairwater PD,Burglary,Brandon-Fairwater PD,Fond Du Lac,Burglary,12,2019,0
Fond Du Lac,Rosendale PD,Aggravated Assault,Rosendale PD,Fond Du Lac,Aggravated Assault,12,2019,0
Fond Du Lac,Ripon Township PD,Aggravated Assault,Ripon Township PD,Fond Du Lac,Aggravated Assault,12,2019,0
Fond Du Lac,Ripon PD,Aggravated Assault,Ripon PD,Fond Du Lac,Aggravated Assault,12,2019,4
Fond Du Lac,North Fond du Lac PD,Aggravated Assault,North Fond du Lac PD,Fond Du Lac,Aggravated Assault,12,2019,5
Fond Du Lac,Fond du Lac PD,Aggravated Assault,Fond du Lac PD,Fond Du Lac,Aggravated Assault,12,2019,95
Fond Du Lac,Fond du Lac Co SO,Aggravated Assault,Fond du Lac Co SO,Fond Du Lac,Aggravated Assault,12,2019,16
Fond Du Lac,Campbellsport PD,Aggravated Assault,Campbellsport PD,Fond Du Lac,Aggravated Assault,12,2019,0
Fond Du Lac,Brandon-Fairwater PD,Aggravated Assault,Brandon-Fairwater PD,Fond Du Lac,Aggravated Assault,12,2019,0
Fond Du Lac,Rosendale PD,Robbery,Rosendale PD,Fond Du Lac,Robbery,12,2019,0
Fond Du Lac,Ripon Township PD,Robbery,Ripon Township PD,Fond Du Lac,Robbery,12,2019,0
Fond Du Lac,Ripon PD,Robbery,Ripon PD,Fond Du Lac,Robbery,12,2019,0
Fond Du Lac,North Fond du Lac PD,Robbery,North Fond du Lac PD,Fond Du Lac,Robbery,12,2019,0
Fond Du Lac,Fond du Lac PD,Robbery,Fond du Lac PD,Fond Du Lac,Robbery,12,2019,14
Fond Du Lac,Fond du Lac Co SO,Robbery,Fond du Lac Co SO,Fond Du Lac,Robbery,12,2019,1
Fond Du Lac,Campbellsport PD,Robbery,Campbellsport PD,Fond Du Lac,Robbery,12,2019,0
Fond Du Lac,Brandon-Fairwater PD,Robbery,Brandon-Fairwater PD,Fond Du Lac,Robbery,12,2019,0
Fond Du Lac,Rosendale PD,Rape - revised 2017,Rosendale PD,Fond Du Lac,Rape - revised 2017,12,2019,0
Fond Du Lac,Ripon Township PD,Rape - revised 2017,Ripon Township PD,Fond Du Lac,Rape - revised 2017,12,2019,0
Fond Du Lac,Ripon PD,Rape - revised 2017,Ripon PD,Fond Du Lac,Rape - revised 2017,12,2019,11
Fond Du Lac,North Fond du Lac PD,Rape - revised 2017,North Fond du Lac PD,Fond Du Lac,Rape - revised 2017,12,2019,2
Fond Du Lac,Fond du Lac PD,Rape - revised 2017,Fond du Lac PD,Fond Du Lac,Rape - revised 2017,12,2019,28
Fond Du Lac,Fond du Lac Co SO,Rape - revised 2017,Fond du Lac Co SO,Fond Du Lac,Rape - revised 2017,12,2019,10
Fond Du Lac,Campbellsport PD,Rape - revised 2017,Campbellsport PD,Fond Du Lac,Rape - revised 2017,12,2019,0
Fond Du Lac,Brandon-Fairwater PD,Rape - revised 2017,Brandon-Fairwater PD,Fond Du Lac,Rape - revised 2017,12,2019,0
Fond Du Lac,Rosendale PD,Homicide,Rosendale PD,Fond Du Lac,Homicide,12,2019,0
Fond Du Lac,Ripon Township PD,Homicide,Ripon Township PD,Fond Du Lac,Homicide,12,2019,0
Fond Du Lac,Ripon PD,Homicide,Ripon PD,Fond Du Lac,Homicide,12,2019,0
Fond Du Lac,North Fond du Lac PD,Homicide,North Fond du Lac PD,Fond Du Lac,Homicide,12,2019,0
Fond Du Lac,Fond du Lac PD,Homicide,Fond du Lac PD,Fond Du Lac,Homicide,12,2019,0
Fond Du Lac,Fond du Lac Co SO,Homicide,Fond du Lac Co SO,Fond Du Lac,Homicide,12,2019,0
Fond Du Lac,Campbellsport PD,Homicide,Campbellsport PD,Fond Du Lac,Homicide,12,2019,0
Fond Du Lac,Brandon-Fairwater PD,Homicide,Brandon-Fairwater PD,Fond Du Lac,Homicide,12,2019,0
Forest,Forest Co SO,Human Trafficking - Involuntary Servitude,Forest Co SO,Forest,Human Trafficking - Involuntary Servitude,12,2019,0
Forest,Crandon PD,Human Trafficking - Involuntary Servitude,Crandon PD,Forest,Human Trafficking - Involuntary Servitude,12,2019,0
Forest,Forest Co SO,Human Trafficking - Commercial Sex,Forest Co SO,Forest,Human Trafficking - Commercial Sex,12,2019,0
Forest,Crandon PD,Human Trafficking - Commercial Sex,Crandon PD,Forest,Human Trafficking - Commercial Sex,12,2019,0
Forest,Forest Co SO,Simple Assault,Forest Co SO,Forest,Simple Assault,12,2019,20
Forest,Crandon PD,Simple Assault,Crandon PD,Forest,Simple Assault,12,2019,5
Forest,Forest Co SO,Arson,Forest Co SO,Forest,Arson,12,2019,2
Forest,Crandon PD,Arson,Crandon PD,Forest,Arson,12,2019,0
Forest,Forest Co SO,Motor Vehicle Theft,Forest Co SO,Forest,Motor Vehicle Theft,12,2019,6
Forest,Crandon PD,Motor Vehicle Theft,Crandon PD,Forest,Motor Vehicle Theft,12,2019,2
Forest,Forest Co SO,Larceny Theft,Forest Co SO,Forest,Larceny Theft,12,2019,37
Forest,Crandon PD,Larceny Theft,Crandon PD,Forest,Larceny Theft,12,2019,17
Forest,Forest Co SO,Burglary,Forest Co SO,Forest,Burglary,12,2019,9
Forest,Crandon PD,Burglary,Crandon PD,Forest,Burglary,12,2019,2
Forest,Forest Co SO,Aggravated Assault,Forest Co SO,Forest,Aggravated Assault,12,2019,6
Forest,Crandon PD,Aggravated Assault,Crandon PD,Forest,Aggravated Assault,12,2019,3
Forest,Forest Co SO,Robbery,Forest Co SO,Forest,Robbery,12,2019,0
Forest,Crandon PD,Robbery,Crandon PD,Forest,Robbery,12,2019,0
Forest,Forest Co SO,Rape - revised 2017,Forest Co SO,Forest,Rape - revised 2017,12,2019,2
Forest,Crandon PD,Rape - revised 2017,Crandon PD,Forest,Rape - revised 2017,12,2019,0
Forest,Forest Co SO,Homicide,Forest Co SO,Forest,Homicide,12,2019,0
Forest,Crandon PD,Homicide,Crandon PD,Forest,Homicide,12,2019,0
Grant,UW-Platteville PD,Human Trafficking - Involuntary Servitude,UW-Platteville PD,Grant,Human Trafficking - Involuntary Servitude,12,2019,0
Grant,Platteville PD,Human Trafficking - Involuntary Servitude,Platteville PD,Grant,Human Trafficking - Involuntary Servitude,12,2019,0
Grant,Muscoda PD,Human Trafficking - Involuntary Servitude,Muscoda PD,Grant,Human Trafficking - Involuntary Servitude,12,2019,0
Grant,Lancaster PD,Human Trafficking - Involuntary Servitude,Lancaster PD,Grant,Human Trafficking - Involuntary Servitude,12,2019,0
Grant,Hazel Green PD,Human Trafficking - Involuntary Servitude,Hazel Green PD,Grant,Human Trafficking - Involuntary Servitude,12,2019,0
Grant,Grant Co SO,Human Trafficking - Involuntary Servitude,Grant Co SO,Grant,Human Trafficking - Involuntary Servitude,12,2019,0
Grant,Fennimore PD,Human Trafficking - Involuntary Servitude,Fennimore PD,Grant,Human Trafficking - Involuntary Servitude,12,2019,0
Grant,Cuba City PD,Human Trafficking - Involuntary Servitude,Cuba City PD,Grant,Human Trafficking - Involuntary Servitude,12,2019,0
Grant,Boscobel PD,Human Trafficking - Involuntary Servitude,Boscobel PD,Grant,Human Trafficking - Involuntary Servitude,12,2019,0
Grant,UW-Platteville PD,Human Trafficking - Commercial Sex,UW-Platteville PD,Grant,Human Trafficking - Commercial Sex,12,2019,0
Grant,Platteville PD,Human Trafficking - Commercial Sex,Platteville PD,Grant,Human Trafficking - Commercial Sex,12,2019,0
Grant,Muscoda PD,Human Trafficking - Commercial Sex,Muscoda PD,Grant,Human Trafficking - Commercial Sex,12,2019,0
Grant,Lancaster PD,Human Trafficking - Commercial Sex,Lancaster PD,Grant,Human Trafficking - Commercial Sex,12,2019,0
Grant,Hazel Green PD,Human Trafficking - Commercial Sex,Hazel Green PD,Grant,Human Trafficking - Commercial Sex,12,2019,0
Grant,Grant Co SO,Human Trafficking - Commercial Sex,Grant Co SO,Grant,Human Trafficking - Commercial Sex,12,2019,0
Grant,Fennimore PD,Human Trafficking - Commercial Sex,Fennimore PD,Grant,Human Trafficking - Commercial Sex,12,2019,0
Grant,Cuba City PD,Human Trafficking - Commercial Sex,Cuba City PD,Grant,Human Trafficking - Commercial Sex,12,2019,0
Grant,Boscobel PD,Human Trafficking - Commercial Sex,Boscobel PD,Grant,Human Trafficking - Commercial Sex,12,2019,0
Grant,UW-Platteville PD,Simple Assault,UW-Platteville PD,Grant,Simple Assault,12,2019,7
Grant,Platteville PD,Simple Assault,Platteville PD,Grant,Simple Assault,12,2019,165
Grant,Muscoda PD,Simple Assault,Muscoda PD,Grant,Simple Assault,12,2019,7
Grant,Lancaster PD,Simple Assault,Lancaster PD,Grant,Simple Assault,12,2019,30
Grant,Hazel Green PD,Simple Assault,Hazel Green PD,Grant,Simple Assault,12,2019,0
Grant,Grant Co SO,Simple Assault,Grant Co SO,Grant,Simple Assault,12,2019,59
Grant,Fennimore PD,Simple Assault,Fennimore PD,Grant,Simple Assault,12,2019,12
Grant,Cuba City PD,Simple Assault,Cuba City PD,Grant,Simple Assault,12,2019,0
Grant,Boscobel PD,Simple Assault,Boscobel PD,Grant,Simple Assault,12,2019,3
Grant,UW-Platteville PD,Arson,UW-Platteville PD,Grant,Arson,12,2019,0
Grant,Platteville PD,Arson,Platteville PD,Grant,Arson,12,2019,0
Grant,Muscoda PD,Arson,Muscoda PD,Grant,Arson,12,2019,0
Grant,Lancaster PD,Arson,Lancaster PD,Grant,Arson,12,2019,0
Grant,Hazel Green PD,Arson,Hazel Green PD,Grant,Arson,12,2019,0
Grant,Grant Co SO,Arson,Grant Co SO,Grant,Arson,12,2019,1
Grant,Fennimore PD,Arson,Fennimore PD,Grant,Arson,12,2019,0
Grant,Cuba City PD,Arson,Cuba City PD,Grant,Arson,12,2019,0
Grant,Boscobel PD,Arson,Boscobel PD,Grant,Arson,12,2019,0
Grant,UW-Platteville PD,Motor Vehicle Theft,UW-Platteville PD,Grant,Motor Vehicle Theft,12,2019,0
Grant,Platteville PD,Motor Vehicle Theft,Platteville PD,Grant,Motor Vehicle Theft,12,2019,13
Grant,Muscoda PD,Motor Vehicle Theft,Muscoda PD,Grant,Motor Vehicle Theft,12,2019,2
Grant,Lancaster PD,Motor Vehicle Theft,Lancaster PD,Grant,Motor Vehicle Theft,12,2019,4
Grant,Hazel Green PD,Motor Vehicle Theft,Hazel Green PD,Grant,Motor Vehicle Theft,12,2019,0
Grant,Grant Co SO,Motor Vehicle Theft,Grant Co SO,Grant,Motor Vehicle Theft,12,2019,15
Grant,Fennimore PD,Motor Vehicle Theft,Fennimore PD,Grant,Motor Vehicle Theft,12,2019,3
Grant,Cuba City PD,Motor Vehicle Theft,Cuba City PD,Grant,Motor Vehicle Theft,12,2019,0
Grant,Boscobel PD,Motor Vehicle Theft,Boscobel PD,Grant,Motor Vehicle Theft,12,2019,0
Grant,UW-Platteville PD,Larceny Theft,UW-Platteville PD,Grant,Larceny Theft,12,2019,11
Grant,Platteville PD,Larceny Theft,Platteville PD,Grant,Larceny Theft,12,2019,202
Grant,Muscoda PD,Larceny Theft,Muscoda PD,Grant,Larceny Theft,12,2019,16
Grant,Lancaster PD,Larceny Theft,Lancaster PD,Grant,Larceny Theft,12,2019,27
Grant,Hazel Green PD,Larceny Theft,Hazel Green PD,Grant,Larceny Theft,12,2019,9
Grant,Grant Co SO,Larceny Theft,Grant Co SO,Grant,Larceny Theft,12,2019,84
Grant,Fennimore PD,Larceny Theft,Fennimore PD,Grant,Larceny Theft,12,2019,8
Grant,Cuba City PD,Larceny Theft,Cuba City PD,Grant,Larceny Theft,12,2019,0
Grant,Boscobel PD,Larceny Theft,Boscobel PD,Grant,Larceny Theft,12,2019,9
Grant,UW-Platteville PD,Burglary,UW-Platteville PD,Grant,Burglary,12,2019,4
Grant,Platteville PD,Burglary,Platteville PD,Grant,Burglary,12,2019,16
Grant,Muscoda PD,Burglary,Muscoda PD,Grant,Burglary,12,2019,2
Grant,Lancaster PD,Burglary,Lancaster PD,Grant,Burglary,12,2019,1
Grant,Hazel Green PD,Burglary,Hazel Green PD,Grant,Burglary,12,2019,5
Grant,Grant Co SO,Burglary,Grant Co SO,Grant,Burglary,12,2019,34
Grant,Fennimore PD,Burglary,Fennimore PD,Grant,Burglary,12,2019,0
Grant,Cuba City PD,Burglary,Cuba City PD,Grant,Burglary,12,2019,0
Grant,Boscobel PD,Burglary,Boscobel PD,Grant,Burglary,12,2019,2
Grant,UW-Platteville PD,Aggravated Assault,UW-Platteville PD,Grant,Aggravated Assault,12,2019,4
Grant,Platteville PD,Aggravated Assault,Platteville PD,Grant,Aggravated Assault,12,2019,13
Grant,Muscoda PD,Aggravated Assault,Muscoda PD,Grant,Aggravated Assault,12,2019,4
Grant,Lancaster PD,Aggravated Assault,Lancaster PD,Grant,Aggravated Assault,12,2019,7
Grant,Hazel Green PD,Aggravated Assault,Hazel Green PD,Grant,Aggravated Assault,12,2019,0
Grant,Grant Co SO,Aggravated Assault,Grant Co SO,Grant,Aggravated Assault,12,2019,27
Grant,Fennimore PD,Aggravated Assault,Fennimore PD,Grant,Aggravated Assault,12,2019,0
Grant,Cuba City PD,Aggravated Assault,Cuba City PD,Grant,Aggravated Assault,12,2019,0
Grant,Boscobel PD,Aggravated Assault,Boscobel PD,Grant,Aggravated Assault,12,2019,11
Grant,UW-Platteville PD,Robbery,UW-Platteville PD,Grant,Robbery,12,2019,0
Grant,Platteville PD,Robbery,Platteville PD,Grant,Robbery,12,2019,1
Grant,Muscoda PD,Robbery,Muscoda PD,Grant,Robbery,12,2019,0
Grant,Lancaster PD,Robbery,Lancaster PD,Grant,Robbery,12,2019,0
Grant,Hazel Green PD,Robbery,Hazel Green PD,Grant,Robbery,12,2019,0
Grant,Grant Co SO,Robbery,Grant Co SO,Grant,Robbery,12,2019,0
Grant,Fennimore PD,Robbery,Fennimore PD,Grant,Robbery,12,2019,0
Grant,Cuba City PD,Robbery,Cuba City PD,Grant,Robbery,12,2019,0
Grant,Boscobel PD,Robbery,Boscobel PD,Grant,Robbery,12,2019,0
Grant,UW-Platteville PD,Rape - revised 2017,UW-Platteville PD,Grant,Rape - revised 2017,12,2019,0
Grant,Platteville PD,Rape - revised 2017,Platteville PD,Grant,Rape - revised 2017,12,2019,4
Grant,Muscoda PD,Rape - revised 2017,Muscoda PD,Grant,Rape - revised 2017,12,2019,1
Grant,Lancaster PD,Rape - revised 2017,Lancaster PD,Grant,Rape - revised 2017,12,2019,3
Grant,Hazel Green PD,Rape - revised 2017,Hazel Green PD,Grant,Rape - revised 2017,12,2019,0
Grant,Grant Co SO,Rape - revised 2017,Grant Co SO,Grant,Rape - revised 2017,12,2019,10
Grant,Fennimore PD,Rape - revised 2017,Fennimore PD,Grant,Rape - revised 2017,12,2019,6
Grant,Cuba City PD,Rape - revised 2017,Cuba City PD,Grant,Rape - revised 2017,12,2019,0
Grant,Boscobel PD,Rape - revised 2017,Boscobel PD,Grant,Rape - revised 2017,12,2019,0
Grant,UW-Platteville PD,Homicide,UW-Platteville PD,Grant,Homicide,12,2019,0
Grant,Platteville PD,Homicide,Platteville PD,Grant,Homicide,12,2019,0
Grant,Muscoda PD,Homicide,Muscoda PD,Grant,Homicide,12,2019,0
Grant,Lancaster PD,Homicide,Lancaster PD,Grant,Homicide,12,2019,0
Grant,Hazel Green PD,Homicide,Hazel Green PD,Grant,Homicide,12,2019,0
Grant,Grant Co SO,Homicide,Grant Co SO,Grant,Homicide,12,2019,1
Grant,Fennimore PD,Homicide,Fennimore PD,Grant,Homicide,12,2019,0
Grant,Cuba City PD,Homicide,Cuba City PD,Grant,Homicide,12,2019,0
Grant,Boscobel PD,Homicide,Boscobel PD,Grant,Homicide,12,2019,2
Green,New Glarus PD,Human Trafficking - Involuntary Servitude,New Glarus PD,Green,Human Trafficking - Involuntary Servitude,12,2019,0
Green,Monticello PD,Human Trafficking - Involuntary Servitude,Monticello PD,Green,Human Trafficking - Involuntary Servitude,12,2019,0
Green,Monroe PD,Human Trafficking - Involuntary Servitude,Monroe PD,Green,Human Trafficking - Involuntary Servitude,12,2019,0
Green,Green Co SO,Human Trafficking - Involuntary Servitude,Green Co SO,Green,Human Trafficking - Involuntary Servitude,12,2019,0
Green,Brodhead PD,Human Trafficking - Involuntary Servitude,Brodhead PD,Green,Human Trafficking - Involuntary Servitude,12,2019,0
Green,Albany PD,Human Trafficking - Involuntary Servitude,Albany PD,Green,Human Trafficking - Involuntary Servitude,12,2019,0
Green,New Glarus PD,Human Trafficking - Commercial Sex,New Glarus PD,Green,Human Trafficking - Commercial Sex,12,2019,0
Green,Monticello PD,Human Trafficking - Commercial Sex,Monticello PD,Green,Human Trafficking - Commercial Sex,12,2019,0
Green,Monroe PD,Human Trafficking - Commercial Sex,Monroe PD,Green,Human Trafficking - Commercial Sex,12,2019,0
Green,Green Co SO,Human Trafficking - Commercial Sex,Green Co SO,Green,Human Trafficking - Commercial Sex,12,2019,0
Green,Brodhead PD,Human Trafficking - Commercial Sex,Brodhead PD,Green,Human Trafficking - Commercial Sex,12,2019,0
Green,Albany PD,Human Trafficking - Commercial Sex,Albany PD,Green,Human Trafficking - Commercial Sex,12,2019,0
Green,New Glarus PD,Simple Assault,New Glarus PD,Green,Simple Assault,12,2019,11
Green,Monticello PD,Simple Assault,Monticello PD,Green,Simple Assault,12,2019,0
Green,Monroe PD,Simple Assault,Monroe PD,Green,Simple Assault,12,2019,119
Green,Green Co SO,Simple Assault,Green Co SO,Green,Simple Assault,12,2019,57
Green,Brodhead PD,Simple Assault,Brodhead PD,Green,Simple Assault,12,2019,19
Green,Albany PD,Simple Assault,Albany PD,Green,Simple Assault,12,2019,4
Green,New Glarus PD,Arson,New Glarus PD,Green,Arson,12,2019,0
Green,Monticello PD,Arson,Monticello PD,Green,Arson,12,2019,0
Green,Monroe PD,Arson,Monroe PD,Green,Arson,12,2019,0
Green,Green Co SO,Arson,Green Co SO,Green,Arson,12,2019,0
Green,Brodhead PD,Arson,Brodhead PD,Green,Arson,12,2019,0
Green,Albany PD,Arson,Albany PD,Green,Arson,12,2019,0
Green,New Glarus PD,Motor Vehicle Theft,New Glarus PD,Green,Motor Vehicle Theft,12,2019,0
Green,Monticello PD,Motor Vehicle Theft,Monticello PD,Green,Motor Vehicle Theft,12,2019,2
Green,Monroe PD,Motor Vehicle Theft,Monroe PD,Green,Motor Vehicle Theft,12,2019,2
Green,Green Co SO,Motor Vehicle Theft,Green Co SO,Green,Motor Vehicle Theft,12,2019,3
Green,Brodhead PD,Motor Vehicle Theft,Brodhead PD,Green,Motor Vehicle Theft,12,2019,2
Green,Albany PD,Motor Vehicle Theft,Albany PD,Green,Motor Vehicle Theft,12,2019,1
Green,New Glarus PD,Larceny Theft,New Glarus PD,Green,Larceny Theft,12,2019,29
Green,Monticello PD,Larceny Theft,Monticello PD,Green,Larceny Theft,12,2019,1
Green,Monroe PD,Larceny Theft,Monroe PD,Green,Larceny Theft,12,2019,118
Green,Green Co SO,Larceny Theft,Green Co SO,Green,Larceny Theft,12,2019,45
Green,Brodhead PD,Larceny Theft,Brodhead PD,Green,Larceny Theft,12,2019,19
Green,Albany PD,Larceny Theft,Albany PD,Green,Larceny Theft,12,2019,8
Green,New Glarus PD,Burglary,New Glarus PD,Green,Burglary,12,2019,1
Green,Monticello PD,Burglary,Monticello PD,Green,Burglary,12,2019,0
Green,Monroe PD,Burglary,Monroe PD,Green,Burglary,12,2019,11
Green,Green Co SO,Burglary,Green Co SO,Green,Burglary,12,2019,10
Green,Brodhead PD,Burglary,Brodhead PD,Green,Burglary,12,2019,1
Green,Albany PD,Burglary,Albany PD,Green,Burglary,12,2019,0
Green,New Glarus PD,Aggravated Assault,New Glarus PD,Green,Aggravated Assault,12,2019,2
Green,Monticello PD,Aggravated Assault,Monticello PD,Green,Aggravated Assault,12,2019,2
Green,Monroe PD,Aggravated Assault,Monroe PD,Green,Aggravated Assault,12,2019,2
Green,Green Co SO,Aggravated Assault,Green Co SO,Green,Aggravated Assault,12,2019,4
Green,Brodhead PD,Aggravated Assault,Brodhead PD,Green,Aggravated Assault,12,2019,0
Green,Albany PD,Aggravated Assault,Albany PD,Green,Aggravated Assault,12,2019,1
Green,New Glarus PD,Robbery,New Glarus PD,Green,Robbery,12,2019,0
Green,Monticello PD,Robbery,Monticello PD,Green,Robbery,12,2019,0
Green,Monroe PD,Robbery,Monroe PD,Green,Robbery,12,2019,0
Green,Green Co SO,Robbery,Green Co SO,Green,Robbery,12,2019,0
Green,Brodhead PD,Robbery,Brodhead PD,Green,Robbery,12,2019,0
