County,Agency Name,Offense Description,Agency Name,County,Offense Description,Min. months_submitted,Min. year of year,Offense Count
St. Croix,St. Croix Co SO,Simple Assault,St. Croix Co SO,St. Croix,Simple Assault,12,2019,78
St. Croix,North Hudson PD,Simple Assault,North Hudson PD,St. Croix,Simple Assault,12,2019,2
St. Croix,New Richmond PD,Simple Assault,New Richmond PD,St. Croix,Simple Assault,12,2019,46
St. Croix,Hudson PD,Simple Assault,Hudson PD,St. Croix,Simple Assault,12,2019,40
St. Croix,Hammond PD,Simple Assault,Hammond PD,St. Croix,Simple Assault,12,2019,3
St. Croix,St. Croix Co SO,Arson,St. Croix Co SO,St. Croix,Arson,12,2019,1
St. Croix,North Hudson PD,Arson,North Hudson PD,St. Croix,Arson,12,2019,0
St. Croix,New Richmond PD,Arson,New Richmond PD,St. Croix,Arson,12,2019,1
St. Croix,Hudson PD,Arson,Hudson PD,St. Croix,Arson,12,2019,0
St. Croix,Hammond PD,Arson,Hammond PD,St. Croix,Arson,12,2019,0
St. Croix,St. Croix Co SO,Motor Vehicle Theft,St. Croix Co SO,St. Croix,Motor Vehicle Theft,12,2019,14
St. Croix,North Hudson PD,Motor Vehicle Theft,North Hudson PD,St. Croix,Motor Vehicle Theft,12,2019,1
St. Croix,New Richmond PD,Motor Vehicle Theft,New Richmond PD,St. Croix,Motor Vehicle Theft,12,2019,0
St. Croix,Hudson PD,Motor Vehicle Theft,Hudson PD,St. Croix,Motor Vehicle Theft,12,2019,22
St. Croix,Hammond PD,Motor Vehicle Theft,Hammond PD,St. Croix,Motor Vehicle Theft,12,2019,2
St. Croix,St. Croix Co SO,Larceny Theft,St. Croix Co SO,St. Croix,Larceny Theft,12,2019,183
St. Croix,North Hudson PD,Larceny Theft,North Hudson PD,St. Croix,Larceny Theft,12,2019,8
St. Croix,New Richmond PD,Larceny Theft,New Richmond PD,St. Croix,Larceny Theft,12,2019,100
St. Croix,Hudson PD,Larceny Theft,Hudson PD,St. Croix,Larceny Theft,12,2019,333
St. Croix,Hammond PD,Larceny Theft,Hammond PD,St. Croix,Larceny Theft,12,2019,6
St. Croix,St. Croix Co SO,Burglary,St. Croix Co SO,St. Croix,Burglary,12,2019,82
St. Croix,North Hudson PD,Burglary,North Hudson PD,St. Croix,Burglary,12,2019,0
St. Croix,New Richmond PD,Burglary,New Richmond PD,St. Croix,Burglary,12,2019,14
St. Croix,Hudson PD,Burglary,Hudson PD,St. Croix,Burglary,12,2019,29
St. Croix,Hammond PD,Burglary,Hammond PD,St. Croix,Burglary,12,2019,0
St. Croix,St. Croix Co SO,Aggravated Assault,St. Croix Co SO,St. Croix,Aggravated Assault,12,2019,20
St. Croix,North Hudson PD,Aggravated Assault,North Hudson PD,St. Croix,Aggravated Assault,12,2019,2
St. Croix,New Richmond PD,Aggravated Assault,New Richmond PD,St. Croix,Aggravated Assault,12,2019,14
St. Croix,Hudson PD,Aggravated Assault,Hudson PD,St. Croix,Aggravated Assault,12,2019,16
St. Croix,Hammond PD,Aggravated Assault,Hammond PD,St. Croix,Aggravated Assault,12,2019,0
St. Croix,St. Croix Co SO,Robbery,St. Croix Co SO,St. Croix,Robbery,12,2019,1
St. Croix,North Hudson PD,Robbery,North Hudson PD,St. Croix,Robbery,12,2019,0
St. Croix,New Richmond PD,Robbery,New Richmond PD,St. Croix,Robbery,12,2019,1
St. Croix,Hudson PD,Robbery,Hudson PD,St. Croix,Robbery,12,2019,1
St. Croix,Hammond PD,Robbery,Hammond PD,St. Croix,Robbery,12,2019,0
St. Croix,St. Croix Co SO,Rape - revised 2017,St. Croix Co SO,St. Croix,Rape - revised 2017,12,2019,1
St. Croix,North Hudson PD,Rape - revised 2017,North Hudson PD,St. Croix,Rape - revised 2017,12,2019,0
St. Croix,New Richmond PD,Rape - revised 2017,New Richmond PD,St. Croix,Rape - revised 2017,12,2019,7
St. Croix,Hudson PD,Rape - revised 2017,Hudson PD,St. Croix,Rape - revised 2017,12,2019,2
St. Croix,Hammond PD,Rape - revised 2017,Hammond PD,St. Croix,Rape - revised 2017,12,2019,0
St. Croix,St. Croix Co SO,Homicide,St. Croix Co SO,St. Croix,Homicide,12,2019,0
St. Croix,North Hudson PD,Homicide,North Hudson PD,St. Croix,Homicide,12,2019,0
St. Croix,New Richmond PD,Homicide,New Richmond PD,St. Croix,Homicide,12,2019,0
St. Croix,Hudson PD,Homicide,Hudson PD,St. Croix,Homicide,12,2019,0
St. Croix,Hammond PD,Homicide,Hammond PD,St. Croix,Homicide,12,2019,0
State Agency,Wis. State Fair Park,Human Trafficking - Involuntary Servitude,Wis. State Fair Park,State Agency,Human Trafficking - Involuntary Servitude,12,2019,0
State Agency,Wis State Patrol,Human Trafficking - Involuntary Servitude,Wis State Patrol,State Agency,Human Trafficking - Involuntary Servitude,12,2019,0
State Agency,Wis Capitol Police,Human Trafficking - Involuntary Servitude,Wis Capitol Police,State Agency,Human Trafficking - Involuntary Servitude,12,2019,0
State Agency,DNR-DPSRP,Human Trafficking - Involuntary Servitude,DNR-DPSRP,State Agency,Human Trafficking - Involuntary Servitude,12,2019,0
State Agency,Wis. State Fair Park,Human Trafficking - Commercial Sex,Wis. State Fair Park,State Agency,Human Trafficking - Commercial Sex,12,2019,0
State Agency,Wis State Patrol,Human Trafficking - Commercial Sex,Wis State Patrol,State Agency,Human Trafficking - Commercial Sex,12,2019,0
State Agency,Wis Capitol Police,Human Trafficking - Commercial Sex,Wis Capitol Police,State Agency,Human Trafficking - Commercial Sex,12,2019,0
State Agency,DNR-DPSRP,Human Trafficking - Commercial Sex,DNR-DPSRP,State Agency,Human Trafficking - Commercial Sex,12,2019,0
State Agency,Wis. State Fair Park,Simple Assault,Wis. State Fair Park,State Agency,Simple Assault,12,2019,1
State Agency,Wis State Patrol,Simple Assault,Wis State Patrol,State Agency,Simple Assault,12,2019,0
State Agency,Wis Capitol Police,Simple Assault,Wis Capitol Police,State Agency,Simple Assault,12,2019,1
State Agency,DNR-DPSRP,Simple Assault,DNR-DPSRP,State Agency,Simple Assault,12,2019,0
State Agency,Wis. State Fair Park,Arson,Wis. State Fair Park,State Agency,Arson,12,2019,0
State Agency,Wis State Patrol,Arson,Wis State Patrol,State Agency,Arson,12,2019,0
State Agency,Wis Capitol Police,Arson,Wis Capitol Police,State Agency,Arson,12,2019,0
State Agency,DNR-DPSRP,Arson,DNR-DPSRP,State Agency,Arson,12,2019,0
State Agency,Wis. State Fair Park,Motor Vehicle Theft,Wis. State Fair Park,State Agency,Motor Vehicle Theft,12,2019,1
State Agency,Wis State Patrol,Motor Vehicle Theft,Wis State Patrol,State Agency,Motor Vehicle Theft,12,2019,0
State Agency,Wis Capitol Police,Motor Vehicle Theft,Wis Capitol Police,State Agency,Motor Vehicle Theft,12,2019,0
State Agency,DNR-DPSRP,Motor Vehicle Theft,DNR-DPSRP,State Agency,Motor Vehicle Theft,12,2019,0
State Agency,Wis. State Fair Park,Larceny Theft,Wis. State Fair Park,State Agency,Larceny Theft,12,2019,30
State Agency,Wis State Patrol,Larceny Theft,Wis State Patrol,State Agency,Larceny Theft,12,2019,0
State Agency,Wis Capitol Police,Larceny Theft,Wis Capitol Police,State Agency,Larceny Theft,12,2019,9
State Agency,DNR-DPSRP,Larceny Theft,DNR-DPSRP,State Agency,Larceny Theft,12,2019,0
State Agency,Wis. State Fair Park,Burglary,Wis. State Fair Park,State Agency,Burglary,12,2019,0
State Agency,Wis State Patrol,Burglary,Wis State Patrol,State Agency,Burglary,12,2019,0
State Agency,Wis Capitol Police,Burglary,Wis Capitol Police,State Agency,Burglary,12,2019,0
State Agency,DNR-DPSRP,Burglary,DNR-DPSRP,State Agency,Burglary,12,2019,0
State Agency,Wis. State Fair Park,Aggravated Assault,Wis. State Fair Park,State Agency,Aggravated Assault,12,2019,0
State Agency,Wis State Patrol,Aggravated Assault,Wis State Patrol,State Agency,Aggravated Assault,12,2019,0
State Agency,Wis Capitol Police,Aggravated Assault,Wis Capitol Police,State Agency,Aggravated Assault,12,2019,0
State Agency,DNR-DPSRP,Aggravated Assault,DNR-DPSRP,State Agency,Aggravated Assault,12,2019,0
State Agency,Wis. State Fair Park,Robbery,Wis. State Fair Park,State Agency,Robbery,12,2019,0
State Agency,Wis State Patrol,Robbery,Wis State Patrol,State Agency,Robbery,12,2019,0
State Agency,Wis Capitol Police,Robbery,Wis Capitol Police,State Agency,Robbery,12,2019,0
State Agency,DNR-DPSRP,Robbery,DNR-DPSRP,State Agency,Robbery,12,2019,0
State Agency,Wis. State Fair Park,Rape - revised 2017,Wis. State Fair Park,State Agency,Rape - revised 2017,12,2019,0
State Agency,Wis State Patrol,Rape - revised 2017,Wis State Patrol,State Agency,Rape - revised 2017,12,2019,0
State Agency,Wis Capitol Police,Rape - revised 2017,Wis Capitol Police,State Agency,Rape - revised 2017,12,2019,0
State Agency,DNR-DPSRP,Rape - revised 2017,DNR-DPSRP,State Agency,Rape - revised 2017,12,2019,0
State Agency,Wis. State Fair Park,Homicide,Wis. State Fair Park,State Agency,Homicide,12,2019,0
State Agency,Wis State Patrol,Homicide,Wis State Patrol,State Agency,Homicide,12,2019,0
State Agency,Wis Capitol Police,Homicide,Wis Capitol Police,State Agency,Homicide,12,2019,0
State Agency,DNR-DPSRP,Homicide,DNR-DPSRP,State Agency,Homicide,12,2019,0
Taylor,Taylor Co SO,Human Trafficking - Involuntary Servitude,Taylor Co SO,Taylor,Human Trafficking - Involuntary Servitude,12,2019,0
Taylor,Rib Lake PD,Human Trafficking - Involuntary Servitude,Rib Lake PD,Taylor,Human Trafficking - Involuntary Servitude,12,2019,0
Taylor,Medford PD,Human Trafficking - Involuntary Servitude,Medford PD,Taylor,Human Trafficking - Involuntary Servitude,12,2019,0
Taylor,Gilman PD,Human Trafficking - Involuntary Servitude,Gilman PD,Taylor,Human Trafficking - Involuntary Servitude,12,2019,0
Taylor,Taylor Co SO,Human Trafficking - Commercial Sex,Taylor Co SO,Taylor,Human Trafficking - Commercial Sex,12,2019,0
Taylor,Rib Lake PD,Human Trafficking - Commercial Sex,Rib Lake PD,Taylor,Human Trafficking - Commercial Sex,12,2019,0
Taylor,Medford PD,Human Trafficking - Commercial Sex,Medford PD,Taylor,Human Trafficking - Commercial Sex,12,2019,0
Taylor,Gilman PD,Human Trafficking - Commercial Sex,Gilman PD,Taylor,Human Trafficking - Commercial Sex,12,2019,0
Taylor,Taylor Co SO,Simple Assault,Taylor Co SO,Taylor,Simple Assault,12,2019,13
Taylor,Rib Lake PD,Simple Assault,Rib Lake PD,Taylor,Simple Assault,12,2019,1
Taylor,Medford PD,Simple Assault,Medford PD,Taylor,Simple Assault,12,2019,2
Taylor,Gilman PD,Simple Assault,Gilman PD,Taylor,Simple Assault,12,2019,0
Taylor,Taylor Co SO,Arson,Taylor Co SO,Taylor,Arson,12,2019,0
Taylor,Rib Lake PD,Arson,Rib Lake PD,Taylor,Arson,12,2019,0
Taylor,Medford PD,Arson,Medford PD,Taylor,Arson,12,2019,0
Taylor,Gilman PD,Arson,Gilman PD,Taylor,Arson,12,2019,0
Taylor,Taylor Co SO,Motor Vehicle Theft,Taylor Co SO,Taylor,Motor Vehicle Theft,12,2019,1
Taylor,Rib Lake PD,Motor Vehicle Theft,Rib Lake PD,Taylor,Motor Vehicle Theft,12,2019,0
Taylor,Medford PD,Motor Vehicle Theft,Medford PD,Taylor,Motor Vehicle Theft,12,2019,7
Taylor,Gilman PD,Motor Vehicle Theft,Gilman PD,Taylor,Motor Vehicle Theft,12,2019,0
Taylor,Taylor Co SO,Larceny Theft,Taylor Co SO,Taylor,Larceny Theft,12,2019,48
Taylor,Rib Lake PD,Larceny Theft,Rib Lake PD,Taylor,Larceny Theft,12,2019,3
Taylor,Medford PD,Larceny Theft,Medford PD,Taylor,Larceny Theft,12,2019,66
Taylor,Gilman PD,Larceny Theft,Gilman PD,Taylor,Larceny Theft,12,2019,9
Taylor,Taylor Co SO,Burglary,Taylor Co SO,Taylor,Burglary,12,2019,7
Taylor,Rib Lake PD,Burglary,Rib Lake PD,Taylor,Burglary,12,2019,0
Taylor,Medford PD,Burglary,Medford PD,Taylor,Burglary,12,2019,8
Taylor,Gilman PD,Burglary,Gilman PD,Taylor,Burglary,12,2019,0
Taylor,Taylor Co SO,Aggravated Assault,Taylor Co SO,Taylor,Aggravated Assault,12,2019,16
Taylor,Rib Lake PD,Aggravated Assault,Rib Lake PD,Taylor,Aggravated Assault,12,2019,0
Taylor,Medford PD,Aggravated Assault,Medford PD,Taylor,Aggravated Assault,12,2019,14
Taylor,Gilman PD,Aggravated Assault,Gilman PD,Taylor,Aggravated Assault,12,2019,0
Taylor,Taylor Co SO,Robbery,Taylor Co SO,Taylor,Robbery,12,2019,0
Taylor,Rib Lake PD,Robbery,Rib Lake PD,Taylor,Robbery,12,2019,0
Taylor,Medford PD,Robbery,Medford PD,Taylor,Robbery,12,2019,0
Taylor,Gilman PD,Robbery,Gilman PD,Taylor,Robbery,12,2019,0
Taylor,Taylor Co SO,Rape - revised 2017,Taylor Co SO,Taylor,Rape - revised 2017,12,2019,5
Taylor,Rib Lake PD,Rape - revised 2017,Rib Lake PD,Taylor,Rape - revised 2017,12,2019,0
Taylor,Medford PD,Rape - revised 2017,Medford PD,Taylor,Rape - revised 2017,12,2019,0
Taylor,Gilman PD,Rape - revised 2017,Gilman PD,Taylor,Rape - revised 2017,12,2019,0
Taylor,Taylor Co SO,Homicide,Taylor Co SO,Taylor,Homicide,12,2019,0
Taylor,Rib Lake PD,Homicide,Rib Lake PD,Taylor,Homicide,12,2019,0
Taylor,Medford PD,Homicide,Medford PD,Taylor,Homicide,12,2019,0
Taylor,Gilman PD,Homicide,Gilman PD,Taylor,Homicide,12,2019,0
Trempealeau,Whitehall PD,Human Trafficking - Involuntary Servitude,Whitehall PD,Trempealeau,Human Trafficking - Involuntary Servitude,12,2019,0
Trempealeau,Trempealeau PD,Human Trafficking - Involuntary Servitude,Trempealeau PD,Trempealeau,Human Trafficking - Involuntary Servitude,12,2019,0
Trempealeau,Trempealeau Co SO,Human Trafficking - Involuntary Servitude,Trempealeau Co SO,Trempealeau,Human Trafficking - Involuntary Servitude,12,2019,0
Trempealeau,Strum PD,Human Trafficking - Involuntary Servitude,Strum PD,Trempealeau,Human Trafficking - Involuntary Servitude,12,2019,0
Trempealeau,Osseo PD,Human Trafficking - Involuntary Servitude,Osseo PD,Trempealeau,Human Trafficking - Involuntary Servitude,12,2019,0
Trempealeau,Independence PD,Human Trafficking - Involuntary Servitude,Independence PD,Trempealeau,Human Trafficking - Involuntary Servitude,12,2019,0
Trempealeau,Galesville PD,Human Trafficking - Involuntary Servitude,Galesville PD,Trempealeau,Human Trafficking - Involuntary Servitude,12,2019,0
Trempealeau,Blair PD,Human Trafficking - Involuntary Servitude,Blair PD,Trempealeau,Human Trafficking - Involuntary Servitude,12,2019,0
Trempealeau,Arcadia PD,Human Trafficking - Involuntary Servitude,Arcadia PD,Trempealeau,Human Trafficking - Involuntary Servitude,12,2019,0
Trempealeau,Whitehall PD,Human Trafficking - Commercial Sex,Whitehall PD,Trempealeau,Human Trafficking - Commercial Sex,12,2019,0
Trempealeau,Trempealeau PD,Human Trafficking - Commercial Sex,Trempealeau PD,Trempealeau,Human Trafficking - Commercial Sex,12,2019,0
Trempealeau,Trempealeau Co SO,Human Trafficking - Commercial Sex,Trempealeau Co SO,Trempealeau,Human Trafficking - Commercial Sex,12,2019,0
Trempealeau,Strum PD,Human Trafficking - Commercial Sex,Strum PD,Trempealeau,Human Trafficking - Commercial Sex,12,2019,0
Trempealeau,Osseo PD,Human Trafficking - Commercial Sex,Osseo PD,Trempealeau,Human Trafficking - Commercial Sex,12,2019,0
Trempealeau,Independence PD,Human Trafficking - Commercial Sex,Independence PD,Trempealeau,Human Trafficking - Commercial Sex,12,2019,0
Trempealeau,Galesville PD,Human Trafficking - Commercial Sex,Galesville PD,Trempealeau,Human Trafficking - Commercial Sex,12,2019,0
Trempealeau,Blair PD,Human Trafficking - Commercial Sex,Blair PD,Trempealeau,Human Trafficking - Commercial Sex,12,2019,0
Trempealeau,Arcadia PD,Human Trafficking - Commercial Sex,Arcadia PD,Trempealeau,Human Trafficking - Commercial Sex,12,2019,0
Trempealeau,Whitehall PD,Simple Assault,Whitehall PD,Trempealeau,Simple Assault,12,2019,7
Trempealeau,Trempealeau PD,Simple Assault,Trempealeau PD,Trempealeau,Simple Assault,12,2019,0
Trempealeau,Trempealeau Co SO,Simple Assault,Trempealeau Co SO,Trempealeau,Simple Assault,12,2019,21
Trempealeau,Strum PD,Simple Assault,Strum PD,Trempealeau,Simple Assault,12,2019,3
Trempealeau,Osseo PD,Simple Assault,Osseo PD,Trempealeau,Simple Assault,12,2019,3
Trempealeau,Independence PD,Simple Assault,Independence PD,Trempealeau,Simple Assault,12,2019,3
Trempealeau,Galesville PD,Simple Assault,Galesville PD,Trempealeau,Simple Assault,12,2019,2
Trempealeau,Blair PD,Simple Assault,Blair PD,Trempealeau,Simple Assault,12,2019,1
Trempealeau,Arcadia PD,Simple Assault,Arcadia PD,Trempealeau,Simple Assault,12,2019,8
Trempealeau,Whitehall PD,Arson,Whitehall PD,Trempealeau,Arson,12,2019,0
Trempealeau,Trempealeau PD,Arson,Trempealeau PD,Trempealeau,Arson,12,2019,0
Trempealeau,Trempealeau Co SO,Arson,Trempealeau Co SO,Trempealeau,Arson,12,2019,0
Trempealeau,Strum PD,Arson,Strum PD,Trempealeau,Arson,12,2019,0
Trempealeau,Osseo PD,Arson,Osseo PD,Trempealeau,Arson,12,2019,0
Trempealeau,Independence PD,Arson,Independence PD,Trempealeau,Arson,12,2019,0
Trempealeau,Galesville PD,Arson,Galesville PD,Trempealeau,Arson,12,2019,0
Trempealeau,Blair PD,Arson,Blair PD,Trempealeau,Arson,12,2019,0
Trempealeau,Arcadia PD,Arson,Arcadia PD,Trempealeau,Arson,12,2019,0
Trempealeau,Whitehall PD,Motor Vehicle Theft,Whitehall PD,Trempealeau,Motor Vehicle Theft,12,2019,1
Trempealeau,Trempealeau PD,Motor Vehicle Theft,Trempealeau PD,Trempealeau,Motor Vehicle Theft,12,2019,0
Trempealeau,Trempealeau Co SO,Motor Vehicle Theft,Trempealeau Co SO,Trempealeau,Motor Vehicle Theft,12,2019,5
Trempealeau,Strum PD,Motor Vehicle Theft,Strum PD,Trempealeau,Motor Vehicle Theft,12,2019,1
Trempealeau,Osseo PD,Motor Vehicle Theft,Osseo PD,Trempealeau,Motor Vehicle Theft,12,2019,4
Trempealeau,Independence PD,Motor Vehicle Theft,Independence PD,Trempealeau,Motor Vehicle Theft,12,2019,0
Trempealeau,Galesville PD,Motor Vehicle Theft,Galesville PD,Trempealeau,Motor Vehicle Theft,12,2019,0
Trempealeau,Blair PD,Motor Vehicle Theft,Blair PD,Trempealeau,Motor Vehicle Theft,12,2019,0
Trempealeau,Arcadia PD,Motor Vehicle Theft,Arcadia PD,Trempealeau,Motor Vehicle Theft,12,2019,0
Trempealeau,Whitehall PD,Larceny Theft,Whitehall PD,Trempealeau,Larceny Theft,12,2019,14
Trempealeau,Trempealeau PD,Larceny Theft,Trempealeau PD,Trempealeau,Larceny Theft,12,2019,4
Trempealeau,Trempealeau Co SO,Larceny Theft,Trempealeau Co SO,Trempealeau,Larceny Theft,12,2019,60
Trempealeau,Strum PD,Larceny Theft,Strum PD,Trempealeau,Larceny Theft,12,2019,5
Trempealeau,Osseo PD,Larceny Theft,Osseo PD,Trempealeau,Larceny Theft,12,2019,25
Trempealeau,Independence PD,Larceny Theft,Independence PD,Trempealeau,Larceny Theft,12,2019,3
Trempealeau,Galesville PD,Larceny Theft,Galesville PD,Trempealeau,Larceny Theft,12,2019,7
Trempealeau,Blair PD,Larceny Theft,Blair PD,Trempealeau,Larceny Theft,12,2019,1
Trempealeau,Arcadia PD,Larceny Theft,Arcadia PD,Trempealeau,Larceny Theft,12,2019,5
Trempealeau,Whitehall PD,Burglary,Whitehall PD,Trempealeau,Burglary,12,2019,2
Trempealeau,Trempealeau PD,Burglary,Trempealeau PD,Trempealeau,Burglary,12,2019,2
Trempealeau,Trempealeau Co SO,Burglary,Trempealeau Co SO,Trempealeau,Burglary,12,2019,17
Trempealeau,Strum PD,Burglary,Strum PD,Trempealeau,Burglary,12,2019,1
Trempealeau,Osseo PD,Burglary,Osseo PD,Trempealeau,Burglary,12,2019,1
Trempealeau,Independence PD,Burglary,Independence PD,Trempealeau,Burglary,12,2019,0
Trempealeau,Galesville PD,Burglary,Galesville PD,Trempealeau,Burglary,12,2019,2
Trempealeau,Blair PD,Burglary,Blair PD,Trempealeau,Burglary,12,2019,2
Trempealeau,Arcadia PD,Burglary,Arcadia PD,Trempealeau,Burglary,12,2019,0
Trempealeau,Whitehall PD,Aggravated Assault,Whitehall PD,Trempealeau,Aggravated Assault,12,2019,0
Trempealeau,Trempealeau PD,Aggravated Assault,Trempealeau PD,Trempealeau,Aggravated Assault,12,2019,1
Trempealeau,Trempealeau Co SO,Aggravated Assault,Trempealeau Co SO,Trempealeau,Aggravated Assault,12,2019,11
Trempealeau,Strum PD,Aggravated Assault,Strum PD,Trempealeau,Aggravated Assault,12,2019,0
Trempealeau,Osseo PD,Aggravated Assault,Osseo PD,Trempealeau,Aggravated Assault,12,2019,0
Trempealeau,Independence PD,Aggravated Assault,Independence PD,Trempealeau,Aggravated Assault,12,2019,1
Trempealeau,Galesville PD,Aggravated Assault,Galesville PD,Trempealeau,Aggravated Assault,12,2019,0
Trempealeau,Blair PD,Aggravated Assault,Blair PD,Trempealeau,Aggravated Assault,12,2019,1
Trempealeau,Arcadia PD,Aggravated Assault,Arcadia PD,Trempealeau,Aggravated Assault,12,2019,4
Trempealeau,Whitehall PD,Robbery,Whitehall PD,Trempealeau,Robbery,12,2019,0
Trempealeau,Trempealeau PD,Robbery,Trempealeau PD,Trempealeau,Robbery,12,2019,0
Trempealeau,Trempealeau Co SO,Robbery,Trempealeau Co SO,Trempealeau,Robbery,12,2019,0
Trempealeau,Strum PD,Robbery,Strum PD,Trempealeau,Robbery,12,2019,0
Trempealeau,Osseo PD,Robbery,Osseo PD,Trempealeau,Robbery,12,2019,0
Trempealeau,Independence PD,Robbery,Independence PD,Trempealeau,Robbery,12,2019,0
Trempealeau,Galesville PD,Robbery,Galesville PD,Trempealeau,Robbery,12,2019,0
Trempealeau,Blair PD,Robbery,Blair PD,Trempealeau,Robbery,12,2019,0
Trempealeau,Arcadia PD,Robbery,Arcadia PD,Trempealeau,Robbery,12,2019,0
Trempealeau,Whitehall PD,Rape - revised 2017,Whitehall PD,Trempealeau,Rape - revised 2017,12,2019,0
Trempealeau,Trempealeau PD,Rape - revised 2017,Trempealeau PD,Trempealeau,Rape - revised 2017,12,2019,0
Trempealeau,Trempealeau Co SO,Rape - revised 2017,Trempealeau Co SO,Trempealeau,Rape - revised 2017,12,2019,0
Trempealeau,Strum PD,Rape - revised 2017,Strum PD,Trempealeau,Rape - revised 2017,12,2019,0
Trempealeau,Osseo PD,Rape - revised 2017,Osseo PD,Trempealeau,Rape - revised 2017,12,2019,0
Trempealeau,Independence PD,Rape - revised 2017,Independence PD,Trempealeau,Rape - revised 2017,12,2019,0
Trempealeau,Galesville PD,Rape - revised 2017,Galesville PD,Trempealeau,Rape - revised 2017,12,2019,0
Trempealeau,Blair PD,Rape - revised 2017,Blair PD,Trempealeau,Rape - revised 2017,12,2019,1
Trempealeau,Arcadia PD,Rape - revised 2017,Arcadia PD,Trempealeau,Rape - revised 2017,12,2019,0
Trempealeau,Whitehall PD,Homicide,Whitehall PD,Trempealeau,Homicide,12,2019,0
Trempealeau,Trempealeau PD,Homicide,Trempealeau PD,Trempealeau,Homicide,12,2019,0
Trempealeau,Trempealeau Co SO,Homicide,Trempealeau Co SO,Trempealeau,Homicide,12,2019,0
Trempealeau,Strum PD,Homicide,Strum PD,Trempealeau,Homicide,12,2019,0
Trempealeau,Osseo PD,Homicide,Osseo PD,Trempealeau,Homicide,12,2019,0
Trempealeau,Independence PD,Homicide,Independence PD,Trempealeau,Homicide,12,2019,0
Trempealeau,Galesville PD,Homicide,Galesville PD,Trempealeau,Homicide,12,2019,0
Trempealeau,Blair PD,Homicide,Blair PD,Trempealeau,Homicide,12,2019,0
Trempealeau,Arcadia PD,Homicide,Arcadia PD,Trempealeau,Homicide,12,2019,0
Tribal,St. Croix Tribal PD,Human Trafficking - Involuntary Servitude,St. Croix Tribal PD,Tribal,Human Trafficking - Involuntary Servitude,12,2019,0
Tribal,Oneida Tribal PD,Human Trafficking - Involuntary Servitude,Oneida Tribal PD,Tribal,Human Trafficking - Involuntary Servitude,12,2019,0
Tribal,Menominee Tribal PD,Human Trafficking - Involuntary Servitude,Menominee Tribal PD,Tribal,Human Trafficking - Involuntary Servitude,12,2019,0
Tribal,Lac Courte Oreilles Tribal PD,Human Trafficking - Involuntary Servitude,Lac Courte Oreilles Tribal PD,Tribal,Human Trafficking - Involuntary Servitude,12,2019,0
Tribal,Bad River Tribal PD,Human Trafficking - Involuntary Servitude,Bad River Tribal PD,Tribal,Human Trafficking - Involuntary Servitude,1,2019,0
Tribal,St. Croix Tribal PD,Human Trafficking - Commercial Sex,St. Croix Tribal PD,Tribal,Human Trafficking - Commercial Sex,12,2019,0
Tribal,Oneida Tribal PD,Human Trafficking - Commercial Sex,Oneida Tribal PD,Tribal,Human Trafficking - Commercial Sex,12,2019,0
Tribal,Menominee Tribal PD,Human Trafficking - Commercial Sex,Menominee Tribal PD,Tribal,Human Trafficking - Commercial Sex,12,2019,0
Tribal,Lac Courte Oreilles Tribal PD,Human Trafficking - Commercial Sex,Lac Courte Oreilles Tribal PD,Tribal,Human Trafficking - Commercial Sex,12,2019,2
Tribal,Bad River Tribal PD,Human Trafficking - Commercial Sex,Bad River Tribal PD,Tribal,Human Trafficking - Commercial Sex,1,2019,0
Tribal,St. Croix Tribal PD,Simple Assault,St. Croix Tribal PD,Tribal,Simple Assault,12,2019,15
Tribal,Oneida Tribal PD,Simple Assault,Oneida Tribal PD,Tribal,Simple Assault,12,2019,38
Tribal,Menominee Tribal PD,Simple Assault,Menominee Tribal PD,Tribal,Simple Assault,12,2019,73
Tribal,Lac Courte Oreilles Tribal PD,Simple Assault,Lac Courte Oreilles Tribal PD,Tribal,Simple Assault,12,2019,39
Tribal,Bad River Tribal PD,Simple Assault,Bad River Tribal PD,Tribal,Simple Assault,1,2019,2
Tribal,St. Croix Tribal PD,Arson,St. Croix Tribal PD,Tribal,Arson,12,2019,0
Tribal,Oneida Tribal PD,Arson,Oneida Tribal PD,Tribal,Arson,12,2019,0
Tribal,Menominee Tribal PD,Arson,Menominee Tribal PD,Tribal,Arson,12,2019,1
Tribal,Lac Courte Oreilles Tribal PD,Arson,Lac Courte Oreilles Tribal PD,Tribal,Arson,12,2019,1
Tribal,Bad River Tribal PD,Arson,Bad River Tribal PD,Tribal,Arson,1,2019,0
Tribal,St. Croix Tribal PD,Motor Vehicle Theft,St. Croix Tribal PD,Tribal,Motor Vehicle Theft,12,2019,7
Tribal,Oneida Tribal PD,Motor Vehicle Theft,Oneida Tribal PD,Tribal,Motor Vehicle Theft,12,2019,6
Tribal,Menominee Tribal PD,Motor Vehicle Theft,Menominee Tribal PD,Tribal,Motor Vehicle Theft,12,2019,9
Tribal,Lac Courte Oreilles Tribal PD,Motor Vehicle Theft,Lac Courte Oreilles Tribal PD,Tribal,Motor Vehicle Theft,12,2019,9
Tribal,Bad River Tribal PD,Motor Vehicle Theft,Bad River Tribal PD,Tribal,Motor Vehicle Theft,1,2019,1
Tribal,St. Croix Tribal PD,Larceny Theft,St. Croix Tribal PD,Tribal,Larceny Theft,12,2019,16
